".id"	"sector"	"title"	"issue"	"paid"	"date"	"views"	"location"	"report"
"528"	"http://www.ipaidabribe.com/reports/paid?page=530"	"Food, Civil Supplies and Consumer Affairs"	"
                      I Paid Rs. 2610 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "	"Issue of Ration Card"	"Paid INR 2,610
                        "	"October 12, 2015"	"24 views"	"Indore
                      , Madhya Pradesh"	"78566"
"529"	"http://www.ipaidabribe.com/reports/paid?page=530"	"Food, Civil Supplies and Consumer Affairs"	"
                      I Paid Rs. 3610 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "	"Issue of Ration Card"	"Paid INR 3,610
                        "	"October 12, 2015"	"23 views"	"Indore
                      , Madhya Pradesh"	"78565"
"530"	"http://www.ipaidabribe.com/reports/paid?page=530"	"Police"	"
                      I Paid Rs. 2500 to Police in Bangalore.
                    "	"Police Verification for Passport"	"Paid INR 2,500
                        "	"October 12, 2015"	"41 views"	"Bangalore
                      , Karnataka"	"78564"
"531"	"http://www.ipaidabribe.com/reports/paid?page=540"	"Transport"	"
                      I Paid Rs. 5200 to Transport in Bangalore.
                    "	"Duplicate Registration Certificate"	"Paid INR 5,200
                        "	"October 12, 2015"	"36 views"	"Bangalore
                      , Karnataka"	"78562"
"532"	"http://www.ipaidabribe.com/reports/paid?page=540"	"Food, Civil Supplies and Consumer Affairs"	"
                      I Paid Rs. 800 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "	"Issue of Ration Card"	"Paid INR 800
                        "	"October 12, 2015"	"26 views"	"Indore
                      , Madhya Pradesh"	"78561"
"533"	"http://www.ipaidabribe.com/reports/paid?page=540"	"Food, Civil Supplies and Consumer Affairs"	"
                      I Paid Rs. 650 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    "	"Issue of Ration Card"	"Paid INR 650
                        "	"October 12, 2015"	"22 views"	"Bangalore
                      , Karnataka"	"78560"
"534"	"http://www.ipaidabribe.com/reports/paid?page=540"	"Food, Civil Supplies and Consumer Affairs"	"
                      I Paid Rs. 1200 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "	"Issue of Ration Card"	"Paid INR 1,200
                        "	"October 12, 2015"	"23 views"	"Indore
                      , Madhya Pradesh"	"78559"
"535"	"http://www.ipaidabribe.com/reports/paid?page=540"	"Municipal Services"	"
                      I Paid Rs. 3000 to Municipal Services in Bangalore.
                    "	"Birth Certificate"	"Paid INR 3,000
                        "	"October 12, 2015"	"24 views"	"Bangalore
                      , Karnataka"	"78558"
"536"	"http://www.ipaidabribe.com/reports/paid?page=540"	"Stamps and Registration"	"
                      I Paid Rs. 5600 to Stamps and Registration in Bangalore.
                    "	"Marriage Certificate"	"Paid INR 5,600
                        "	"October 12, 2015"	"35 views"	"Bangalore
                      , Karnataka"	"78557"
"537"	"http://www.ipaidabribe.com/reports/paid?page=540"	"Food, Civil Supplies and Consumer Affairs"	"
                      I Paid Rs. 3200 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "	"Issue of Ration Card"	"Paid INR 3,200
                        "	"October 12, 2015"	"25 views"	"Indore
                      , Madhya Pradesh"	"78556"
"538"	"http://www.ipaidabribe.com/reports/paid?page=540"	"Police"	"
                      I Paid Rs. 25000 to Police in Bangalore.
                    "	"Filing FIR"	"Paid INR 25,000
                        "	"October 12, 2015"	"42 views"	"Bangalore
                      , Karnataka"	"78555"
"539"	"http://www.ipaidabribe.com/reports/paid?page=540"	"Stamps and Registration"	"
                      I Paid Rs. 6000 to Stamps and Registration in Bangalore.
                    "	"Marriage Certificate"	"Paid INR 6,000
                        "	"October 12, 2015"	"33 views"	"Bangalore
                      , Karnataka"	"78554"
"540"	"http://www.ipaidabribe.com/reports/paid?page=540"	"Food, Civil Supplies and Consumer Affairs"	"
                      I Paid Rs. 4000 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "	"Issue of Ration Card"	"Paid INR 4,000
                        "	"October 12, 2015"	"22 views"	"Indore
                      , Madhya Pradesh"	"78553"
"541"	"http://www.ipaidabribe.com/reports/paid?page=550"	"Municipal Services"	"
                      I Paid Rs. 2500 to Municipal Services in Agra.
                    "	"Birth Certificate"	"Paid INR 2,500
                        "	"October 12, 2015"	"28 views"	"Agra
                      , Uttar Pradesh"	"78552"
"542"	"http://www.ipaidabribe.com/reports/paid?page=550"	"Transport"	"
                      I Paid Rs. 2500 to Transport in Bangalore.
                    "	"New Domestic Driving License"	"Paid INR 2,500
                        "	"October 12, 2015"	"34 views"	"Bangalore
                      , Karnataka"	"78551"
"543"	"http://www.ipaidabribe.com/reports/paid?page=550"	"Customs, Excise and Service Tax"	"
                      I Paid Rs. 60000 to Customs, Excise and Service Tax in Bangalore.
                    "	"Customs Check and Clearance"	"Paid INR 60,000
                        "	"October 12, 2015"	"103 views"	"Bangalore
                      , Karnataka"	"78550"
"544"	"http://www.ipaidabribe.com/reports/paid?page=550"	"Food, Civil Supplies and Consumer Affairs"	"
                      I Paid Rs. 1500 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "	"Issue of Ration Card"	"Paid INR 1,500
                        "	"October 12, 2015"	"19 views"	"Indore
                      , Madhya Pradesh"	"78549"
"545"	"http://www.ipaidabribe.com/reports/paid?page=550"	"Municipal Services"	"
                      I Paid Rs. 2000 to Municipal Services in Aligarh.
                    "	"Birth Certificate"	"Paid INR 2,000
                        "	"October 12, 2015"	"62 views"	"Aligarh
                      , Uttar Pradesh"	"78548"
"546"	"http://www.ipaidabribe.com/reports/paid?page=550"	"Stamps and Registration"	"
                      I Paid Rs. 5000 to Stamps and Registration in Bangalore.
                    "	"Marriage Certificate"	"Paid INR 5,000
                        "	"October 12, 2015"	"31 views"	"Bangalore
                      , Karnataka"	"78547"
"547"	"http://www.ipaidabribe.com/reports/paid?page=550"	"Customs, Excise and Service Tax"	"
                      I Paid Rs. 15000 to Customs, Excise and Service Tax in Bangalore.
                    "	"Customs Check and Clearance"	"Paid INR 15,000
                        "	"October 12, 2015"	"74 views"	"Bangalore
                      , Karnataka"	"78546"
"548"	"http://www.ipaidabribe.com/reports/paid?page=550"	"Passport"	"
                      I Paid Rs. 9000 to Passport in Chennai.
                    "	"Police Verification for Passport"	"Paid INR 9,000
                        "	"October 12, 2015"	"263 views"	"Chennai
                      , Tamil Nadu"	"78544"
"549"	"http://www.ipaidabribe.com/reports/paid?page=550"	"Food, Civil Supplies and Consumer Affairs"	"
                      I Paid Rs. 520 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    "	"Issue of Ration Card"	"Paid INR 520
                        "	"October 12, 2015"	"17 views"	"Bangalore
                      , Karnataka"	"78543"
"550"	"http://www.ipaidabribe.com/reports/paid?page=550"	"Food, Civil Supplies and Consumer Affairs"	"
                      I Paid Rs. 3000 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "	"Issue of Ration Card"	"Paid INR 3,000
                        "	"October 12, 2015"	"19 views"	"Indore
                      , Madhya Pradesh"	"78542"
"551"	"http://www.ipaidabribe.com/reports/paid?page=560"	"Passport"	"
                      I Paid Rs. 2000 to Passport in Bangalore.
                    "	"Passport Delivery"	"Paid INR 2,000
                        "	"October 12, 2015"	"175 views"	"Bangalore
                      , Karnataka"	"78541"
"552"	"http://www.ipaidabribe.com/reports/paid?page=560"	"Passport"	"
                      I Paid Rs. 2500 to Passport in Bangalore.
                    "	"Police Verification for Passport"	"Paid INR 2,500
                        "	"October 12, 2015"	"121 views"	"Bangalore
                      , Karnataka"	"78540"
"553"	"http://www.ipaidabribe.com/reports/paid?page=560"	"Food, Civil Supplies and Consumer Affairs"	"
                      I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "	"Issue of Ration Card"	"Paid INR 2,500
                        "	"October 12, 2015"	"19 views"	"Indore
                      , Madhya Pradesh"	"78539"
"554"	"http://www.ipaidabribe.com/reports/paid?page=560"	"Stamps and Registration"	"
                      I Paid Rs. 25000 to Stamps and Registration in Bangalore.
                    "	"Registration of Property"	"Paid INR 25,000
                        "	"October 12, 2015"	"30 views"	"Bangalore
                      , Karnataka"	"78538"
"555"	"http://www.ipaidabribe.com/reports/paid?page=560"	"Transport"	"
                      I Paid Rs. 2500 to Transport in Bangalore.
                    "	"Registration of Vehicle"	"Paid INR 2,500
                        "	"October 12, 2015"	"45 views"	"Bangalore
                      , Karnataka"	"78536"
"556"	"http://www.ipaidabribe.com/reports/paid?page=560"	"Food, Civil Supplies and Consumer Affairs"	"
                      I Paid Rs. 2000 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "	"Issue of Ration Card"	"Paid INR 2,000
                        "	"October 12, 2015"	"19 views"	"Indore
                      , Madhya Pradesh"	"78537"
"557"	"http://www.ipaidabribe.com/reports/paid?page=560"	"Police"	"
                      I Paid Rs. 15000 to Police in Bangalore.
                    "	"Filing FIR"	"Paid INR 15,000
                        "	"October 12, 2015"	"38 views"	"Bangalore
                      , Karnataka"	"78535"
"558"	"http://www.ipaidabribe.com/reports/paid?page=560"	"Police"	"
                      I Paid Rs. 2500 to Police in Bangalore.
                    "	"Traffic Violations"	"Paid INR 2,500
                        "	"October 12, 2015"	"34 views"	"Bangalore
                      , Karnataka"	"78534"
"559"	"http://www.ipaidabribe.com/reports/paid?page=560"	"Police"	"
                      I Paid Rs. 25000 to Police in Bangalore.
                    "	"Police Harassment"	"Paid INR 25,000
                        "	"October 12, 2015"	"33 views"	"Bangalore
                      , Karnataka"	"78533"
"560"	"http://www.ipaidabribe.com/reports/paid?page=560"	"Passport"	"
                      I Paid Rs. 1500 to Passport in Bangalore.
                    "	"Passport Delivery"	"Paid INR 1,500
                        "	"October 12, 2015"	"77 views"	"Bangalore
                      , Karnataka"	"78532"
"561"	"http://www.ipaidabribe.com/reports/paid?page=570"	"Income Tax"	"
                      I Paid Rs. 500 to Income Tax in Bangalore.
                    "	"New PAN Card"	"Paid INR 500
                        "	"October 12, 2015"	"51 views"	"Bangalore
                      , Karnataka"	"78531"
"562"	"http://www.ipaidabribe.com/reports/paid?page=570"	"Passport"	"
                      I Paid Rs. 1500 to Passport in Bangalore.
                    "	"Passport Delivery"	"Paid INR 1,500
                        "	"October 12, 2015"	"63 views"	"Bangalore
                      , Karnataka"	"78530"
"563"	"http://www.ipaidabribe.com/reports/paid?page=570"	"Transport"	"
                      I Paid Rs. 2500 to Transport in Bangalore.
                    "	"New Domestic Driving License"	"Paid INR 2,500
                        "	"October 12, 2015"	"39 views"	"Bangalore
                      , Karnataka"	"78529"
"564"	"http://www.ipaidabribe.com/reports/paid?page=570"	"Stamps and Registration"	"
                      I Paid Rs. 1000 to Stamps and Registration in Bangalore.
                    "	"Marriage Certificate"	"Paid INR 1,000
                        "	"October 12, 2015"	"29 views"	"Bangalore
                      , Karnataka"	"78528"
"565"	"http://www.ipaidabribe.com/reports/paid?page=570"	"Food, Civil Supplies and Consumer Affairs"	"
                      I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    "	"Issue of Ration Card"	"Paid INR 500
                        "	"October 12, 2015"	"21 views"	"Bangalore
                      , Karnataka"	"78527"
"566"	"http://www.ipaidabribe.com/reports/paid?page=570"	"Police"	"
                      I Paid Rs. 15000 to Police in Bangalore.
                    "	"Filing FIR"	"Paid INR 15,000
                        "	"October 12, 2015"	"32 views"	"Bangalore
                      , Karnataka"	"78526"
"567"	"http://www.ipaidabribe.com/reports/paid?page=570"	"Transport"	"
                      I Paid Rs. 2000 to Transport in Bangalore.
                    "	"Duplicate Registration Certificate"	"Paid INR 2,000
                        "	"October 12, 2015"	"47 views"	"Bangalore
                      , Karnataka"	"78525"
"568"	"http://www.ipaidabribe.com/reports/paid?page=570"	"Customs, Excise and Service Tax"	"
                      I Paid Rs. 2500 to Customs, Excise and Service Tax in Bangalore.
                    "	"Customs Check and Clearance"	"Paid INR 2,500
                        "	"October 12, 2015"	"47 views"	"Bangalore
                      , Karnataka"	"78524"
"569"	"http://www.ipaidabribe.com/reports/paid?page=570"	"Commercial Tax, Sales Tax, VAT"	"
                      I Paid Rs. 1500 to Commercial Tax, Sales Tax, VAT in Bangalore.
                    "	"C Form"	"Paid INR 1,500
                        "	"October 12, 2015"	"53 views"	"Bangalore
                      , Karnataka"	"78522"
"570"	"http://www.ipaidabribe.com/reports/paid?page=570"	"Commercial Tax, Sales Tax, VAT"	"
                      I Paid Rs. 5000 to Commercial Tax, Sales Tax, VAT in Bangalore.
                    "	"C Form"	"Paid INR 5,000
                        "	"October 12, 2015"	"53 views"	"Bangalore
                      , Karnataka"	"78523"
"571"	"http://www.ipaidabribe.com/reports/paid?page=580"	"Municipal Services"	"
                      I Paid Rs. 2000 to Municipal Services in Bangalore.
                    "	"Birth Certificate"	"Paid INR 2,000
                        "	"October 12, 2015"	"25 views"	"Bangalore
                      , Karnataka"	"78521"
"572"	"http://www.ipaidabribe.com/reports/paid?page=580"	"Transport"	"
                      I Paid Rs. 2500 to Transport in Bangalore.
                    "	"Registration of Vehicle"	"Paid INR 2,500
                        "	"October 12, 2015"	"49 views"	"Bangalore
                      , Karnataka"	"78520"
"573"	"http://www.ipaidabribe.com/reports/paid?page=580"	"Food, Civil Supplies and Consumer Affairs"	"
                      I Paid Rs. 600 to Food, Civil Supplies and Consumer Affairs in Abhayapuri.
                    "	"Issue of Ration Card"	"Paid INR 600
                        "	"October 12, 2015"	"79 views"	"Abhayapuri
                      , Assam"	"78519"
"574"	"http://www.ipaidabribe.com/reports/paid?page=580"	"Commercial Tax, Sales Tax, VAT"	"
                      I Paid Rs. 424 to Commercial Tax, Sales Tax, VAT in Abhayapuri.
                    "	"C Form"	"Paid INR 424
                        "	"October 12, 2015"	"82 views"	"Abhayapuri
                      , Assam"	"78518"
"575"	"http://www.ipaidabribe.com/reports/paid?page=580"	"Passport"	"
                      I Paid Rs. 15000 to Passport in Adityapur.
                    "	"Passport Delivery"	"Paid INR 15,000
                        "	"October 12, 2015"	"95 views"	"Adityapur
                      , Jharkhand"	"78517"
"576"	"http://www.ipaidabribe.com/reports/paid?page=580"	"Police"	"
                      I Paid Rs. 2500 to Police in Aligarh.
                    "	"Police Verification for Passport"	"Paid INR 2,500
                        "	"October 12, 2015"	"63 views"	"Aligarh
                      , Uttar Pradesh"	"78516"
"577"	"http://www.ipaidabribe.com/reports/paid?page=580"	"Transport"	"
                      I Paid Rs. 1500 to Transport in Abhayapuri.
                    "	"New Domestic Driving License"	"Paid INR 1,500
                        "	"October 12, 2015"	"76 views"	"Abhayapuri
                      , Assam"	"78514"
"578"	"http://www.ipaidabribe.com/reports/paid?page=580"	"Stamps and Registration"	"
                      I Paid Rs. 10000 to Stamps and Registration in Allahabad.
                    "	"Registration of Property"	"Paid INR 10,000
                        "	"October 12, 2015"	"57 views"	"Allahabad
                      , Uttar Pradesh"	"78513"
"579"	"http://www.ipaidabribe.com/reports/paid?page=580"	"Income Tax"	"
                      I Paid Rs. 550 to Income Tax in Adari.
                    "	"New PAN Card"	"Paid INR 550
                        "	"October 12, 2015"	"93 views"	"Adari
                      , Uttar Pradesh"	"78512"
"580"	"http://www.ipaidabribe.com/reports/paid?page=580"	"Transport"	"
                      I Paid Rs. 2000 to Transport in Arwal.
                    "	"New Domestic Driving License"	"Paid INR 2,000
                        "	"October 12, 2015"	"43 views"	"Arwal
                      , Bihar"	"78511"
"581"	"http://www.ipaidabribe.com/reports/paid?page=590"	"Stamps and Registration"	"
                      I Paid Rs. 500 to Stamps and Registration in Alleppey.
                    "	"Marriage Certificate"	"Paid INR 500
                        "	"October 12, 2015"	"52 views"	"Alleppey
                      , Kerala"	"78510"
"582"	"http://www.ipaidabribe.com/reports/paid?page=590"	"Food, Civil Supplies and Consumer Affairs"	"
                      I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Ahmadnagar.
                    "	"Issue of Ration Card"	"Paid INR 500
                        "	"October 12, 2015"	"52 views"	"Ahmadnagar
                      , Maharashtra"	"78509"
"583"	"http://www.ipaidabribe.com/reports/paid?page=590"	"Commercial Tax, Sales Tax, VAT"	"
                      I Paid Rs. 1500 to Commercial Tax, Sales Tax, VAT in Abohar.
                    "	"C Form"	"Paid INR 1,500
                        "	"October 12, 2015"	"96 views"	"Abohar
                      , Punjab"	"78508"
"584"	"http://www.ipaidabribe.com/reports/paid?page=590"	"Police"	"
                      I Paid Rs. 15000 to Police in Adoni.
                    "	"Filing FIR"	"Paid INR 15,000
                        "	"October 12, 2015"	"67 views"	"Adoni
                      , Andhra Pradesh"	"78507"
"585"	"http://www.ipaidabribe.com/reports/paid?page=590"	"Municipal Services"	"
                      I Paid Rs. 2500 to Municipal Services in Ahmedabad.
                    "	"Birth Certificate"	"Paid INR 2,500
                        "	"October 12, 2015"	"74 views"	"Ahmedabad
                      , Gujarat"	"78506"
"586"	"http://www.ipaidabribe.com/reports/paid?page=590"	"Passport"	"
                      I Paid Rs. 2500 to Passport in Hyderabad.
                    "	"Passport Delivery"	"Paid INR 2,500
                        "	"October 12, 2015"	"86 views"	"Hyderabad
                      , Telangana"	"78503"
"587"	"http://www.ipaidabribe.com/reports/paid?page=590"	"Municipal Services"	"
                      I Paid Rs. 800 to Municipal Services in Bangalore.
                    "	"Birth Certificate"	"Paid INR 800
                        "	"October 12, 2015"	"38 views"	"Bangalore
                      , Karnataka"	"78501"
"588"	"http://www.ipaidabribe.com/reports/paid?page=590"	"Customs, Excise and Service Tax"	"
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    "	"Customs Check and Clearance"	"Paid INR 500
                        "	"October 12, 2015"	"52 views"	"Bangalore
                      , Karnataka"	"78500"
"589"	"http://www.ipaidabribe.com/reports/paid?page=590"	"Passport"	"
                      I Paid Rs. 800 to Passport in Bangalore.
                    "	"Police Verification for Passport"	"Paid INR 800
                        "	"October 12, 2015"	"67 views"	"Bangalore
                      , Karnataka"	"78498"
"590"	"http://www.ipaidabribe.com/reports/paid?page=590"	"Municipal Services"	"
                      I Paid Rs. 10000 to Municipal Services in Vadodara.
                    "	"Birth Certificate"	"Paid INR 10,000
                        "	"October 12, 2015"	"63 views"	"Vadodara
                      , Gujarat"	"78497"
"591"	"http://www.ipaidabribe.com/reports/paid?page=600"	"Customs, Excise and Service Tax"	"
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    "	"Customs Check and Clearance"	"Paid INR 500
                        "	"October 12, 2015"	"60 views"	"Bangalore
                      , Karnataka"	"78496"
"592"	"http://www.ipaidabribe.com/reports/paid?page=600"	"Customs, Excise and Service Tax"	"
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    "	"Customs Check and Clearance"	"Paid INR 500
                        "	"October 12, 2015"	"58 views"	"Bangalore
                      , Karnataka"	"78493"
"593"	"http://www.ipaidabribe.com/reports/paid?page=600"	"Police"	"
                      I Paid Rs. 1200 to Police in Bangalore.
                    "	"Filing FIR"	"Paid INR 1,200
                        "	"October 12, 2015"	"62 views"	"Bangalore
                      , Karnataka"	"78492"
"594"	"http://www.ipaidabribe.com/reports/paid?page=600"	"Income Tax"	"
                      I Paid Rs. 800 to Income Tax in Bangalore.
                    "	"New PAN Card"	"Paid INR 800
                        "	"October 12, 2015"	"52 views"	"Bangalore
                      , Karnataka"	"78491"
"595"	"http://www.ipaidabribe.com/reports/paid?page=600"	"Transport"	"
                      I Paid Rs. 500 to Transport in Bangalore.
                    "	"Duplicate Registration Certificate"	"Paid INR 500
                        "	"October 12, 2015"	"65 views"	"Bangalore
                      , Karnataka"	"78490"
"596"	"http://www.ipaidabribe.com/reports/paid?page=600"	"Customs, Excise and Service Tax"	"
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    "	"Customs Check and Clearance"	"Paid INR 500
                        "	"October 12, 2015"	"53 views"	"Bangalore
                      , Karnataka"	"78489"
"597"	"http://www.ipaidabribe.com/reports/paid?page=600"	"Transport"	"
                      I Paid Rs. 800 to Transport in Bangalore.
                    "	"Duplicate Registration Certificate"	"Paid INR 800
                        "	"October 12, 2015"	"72 views"	"Bangalore
                      , Karnataka"	"78487"
"598"	"http://www.ipaidabribe.com/reports/paid?page=600"	"Food, Civil Supplies and Consumer Affairs"	"
                      I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    "	"Issue of Ration Card"	"Paid INR 500
                        "	"October 12, 2015"	"37 views"	"Bangalore
                      , Karnataka"	"78486"
"599"	"http://www.ipaidabribe.com/reports/paid?page=600"	"Customs, Excise and Service Tax"	"
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    "	"Customs Check and Clearance"	"Paid INR 500
                        "	"October 12, 2015"	"42 views"	"Bangalore
                      , Karnataka"	"78485"
"600"	"http://www.ipaidabribe.com/reports/paid?page=600"	"Police"	"
                      I Paid Rs. 800 to Police in Bangalore.
                    "	"Police Verification for Passport"	"Paid INR 800
                        "	"October 12, 2015"	"49 views"	"Bangalore
                      , Karnataka"	"78484"
"601"	"http://www.ipaidabribe.com/reports/paid?page=610"	"Commercial Tax, Sales Tax, VAT"	"
                      I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.
                    "	"C Form"	"Paid INR 500
                        "	"October 12, 2015"	"38 views"	"Bangalore
                      , Karnataka"	"78483"
"602"	"http://www.ipaidabribe.com/reports/paid?page=610"	"Customs, Excise and Service Tax"	"
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    "	"Customs Check and Clearance"	"Paid INR 500
                        "	"October 12, 2015"	"42 views"	"Bangalore
                      , Karnataka"	"78482"
"603"	"http://www.ipaidabribe.com/reports/paid?page=610"	"Food, Civil Supplies and Consumer Affairs"	"
                      I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    "	"Issue of Ration Card"	"Paid INR 500
                        "	"October 12, 2015"	"33 views"	"Bangalore
                      , Karnataka"	"78480"
"604"	"http://www.ipaidabribe.com/reports/paid?page=610"	"Stamps and Registration"	"
                      I Paid Rs. 900 to Stamps and Registration in Bangalore.
                    "	"Registration of Flat or Apartment"	"Paid INR 900
                        "	"October 12, 2015"	"53 views"	"Bangalore
                      , Karnataka"	"78478"
"605"	"http://www.ipaidabribe.com/reports/paid?page=610"	"Transport"	"
                      I Paid Rs. 500 to Transport in Bangalore.
                    "	"Duplicate Registration Certificate"	"Paid INR 500
                        "	"October 12, 2015"	"51 views"	"Bangalore
                      , Karnataka"	"78477"
"606"	"http://www.ipaidabribe.com/reports/paid?page=610"	"Commercial Tax, Sales Tax, VAT"	"
                      I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.
                    "	"C Form"	"Paid INR 500
                        "	"October 12, 2015"	"35 views"	"Bangalore
                      , Karnataka"	"78476"
"607"	"http://www.ipaidabribe.com/reports/paid?page=610"	"Customs, Excise and Service Tax"	"
                      I Paid Rs. 800 to Customs, Excise and Service Tax in Bangalore.
                    "	"Customs Check and Clearance"	"Paid INR 800
                        "	"October 12, 2015"	"31 views"	"Bangalore
                      , Karnataka"	"78475"
"608"	"http://www.ipaidabribe.com/reports/paid?page=610"	"Customs, Excise and Service Tax"	"
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    "	"Customs Check and Clearance"	"Paid INR 500
                        "	"October 12, 2015"	"32 views"	"Bangalore
                      , Karnataka"	"78474"
"609"	"http://www.ipaidabribe.com/reports/paid?page=610"	"Commercial Tax, Sales Tax, VAT"	"
                      I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.
                    "	"C Form"	"Paid INR 500
                        "	"October 12, 2015"	"39 views"	"Bangalore
                      , Karnataka"	"78473"
"610"	"http://www.ipaidabribe.com/reports/paid?page=610"	"Police"	"
                      I Paid Rs. 800 to Police in Bangalore.
                    "	"Police Harassment"	"Paid INR 800
                        "	"October 12, 2015"	"50 views"	"Bangalore
                      , Karnataka"	"78472"
"611"	"http://www.ipaidabribe.com/reports/paid?page=620"	"Police"	"
                      I Paid Rs. 500 to Police in Bangalore.
                    "	"Filing FIR"	"Paid INR 500
                        "	"October 12, 2015"	"36 views"	"Bangalore
                      , Karnataka"	"78471"
"612"	"http://www.ipaidabribe.com/reports/paid?page=620"	"Police"	"
                      I Paid Rs. 800 to Police in Bangalore.
                    "	"Police Harassment"	"Paid INR 800
                        "	"October 12, 2015"	"33 views"	"Bangalore
                      , Karnataka"	"78470"
"613"	"http://www.ipaidabribe.com/reports/paid?page=620"	"Commercial Tax, Sales Tax, VAT"	"
                      I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.
                    "	"C Form"	"Paid INR 500
                        "	"October 12, 2015"	"32 views"	"Bangalore
                      , Karnataka"	"78469"
"614"	"http://www.ipaidabribe.com/reports/paid?page=620"	"Transport"	"
                      I Paid Rs. 500 to Transport in Bangalore.
                    "	"New Domestic Driving License"	"Paid INR 500
                        "	"October 12, 2015"	"43 views"	"Bangalore
                      , Karnataka"	"78468"
"615"	"http://www.ipaidabribe.com/reports/paid?page=620"	"Passport"	"
                      I Paid Rs. 800 to Passport in Bangalore.
                    "	"New Passport Application"	"Paid INR 800
                        "	"October 12, 2015"	"67 views"	"Bangalore
                      , Karnataka"	"78467"
"616"	"http://www.ipaidabribe.com/reports/paid?page=620"	"Transport"	"
                      I Paid Rs. 436 to Transport in Puri.
                    "	"Registration of Vehicle"	"Paid INR 436
                        "	"October 12, 2015"	"48 views"	"Puri
                      , Orissa"	"78466"
"617"	"http://www.ipaidabribe.com/reports/paid?page=620"	"Police"	"
                      I Paid Rs. 384 to Police in Pedana.
                    "	"Traffic Violations"	"Paid INR 384
                        "	"October 12, 2015"	"38 views"	"Pedana
                      , Andhra Pradesh"	"78465"
"618"	"http://www.ipaidabribe.com/reports/paid?page=620"	"Police"	"
                      I Paid Rs. 294 to Police in Murliganj.
                    "	"Filing FIR"	"Paid INR 294
                        "	"October 12, 2015"	"37 views"	"Murliganj
                      , Bihar"	"78463"
"619"	"http://www.ipaidabribe.com/reports/paid?page=620"	"Municipal Services"	"
                      I Paid Rs. 500 to Municipal Services in Bangalore.
                    "	"Birth Certificate"	"Paid INR 500
                        "	"October 12, 2015"	"34 views"	"Bangalore
                      , Karnataka"	"78462"
"620"	"http://www.ipaidabribe.com/reports/paid?page=620"	"Stamps and Registration"	"
                      I Paid Rs. 500 to Stamps and Registration in Bangalore.
                    "	"Marriage Certificate"	"Paid INR 500
                        "	"October 12, 2015"	"45 views"	"Bangalore
                      , Karnataka"	"78461"
"621"	"http://www.ipaidabribe.com/reports/paid?page=630"	"Police"	"
                      I Paid Rs. 800 to Police in Bangalore.
                    "	"Police Harassment"	"Paid INR 800
                        "	"October 12, 2015"	"38 views"	"Bangalore
                      , Karnataka"	"78460"
"622"	"http://www.ipaidabribe.com/reports/paid?page=630"	"Police"	"
                      I Paid Rs. 432 to Police in Madhepura.
                    "	"Filing FIR"	"Paid INR 432
                        "	"October 12, 2015"	"37 views"	"Madhepura
                      , Bihar"	"78459"
"623"	"http://www.ipaidabribe.com/reports/paid?page=630"	"Municipal Services"	"
                      I Paid Rs. 500 to Municipal Services in Bangalore.
                    "	"Birth Certificate"	"Paid INR 500
                        "	"October 12, 2015"	"31 views"	"Bangalore
                      , Karnataka"	"78458"
"624"	"http://www.ipaidabribe.com/reports/paid?page=630"	"Passport"	"
                      I Paid Rs. 800 to Passport in Bangalore.
                    "	"New Passport Application"	"Paid INR 800
                        "	"October 12, 2015"	"42 views"	"Bangalore
                      , Karnataka"	"78457"
"625"	"http://www.ipaidabribe.com/reports/paid?page=630"	"Police"	"
                      I Paid Rs. 800 to Police in Bangalore.
                    "	"Police Harassment"	"Paid INR 800
                        "	"October 12, 2015"	"34 views"	"Bangalore
                      , Karnataka"	"78456"
